audit_id,audit_name,audit_description,audit_remediation,check
6.3.3.17,Ensure successful and unsuccessful attempts to use the chacl command are collected,"
The operating system must generate audit records for successful/unsuccessful uses of
the chacl command.
chacl is an IRIX-compatibility command, and is maintained for those users who are
familiar with its use from either XFS or IRIX.
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor successful and unsuccessful attempts to use the
chacl command.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F path=/usr/bin/chacl -F perm=x -F auid>=${UID_MIN} -F
auid!=unset -k perm_chng
"" >> /etc/audit/rules.d/50-perm_chng.rules || printf ""ERROR: Variable
'UID_MIN' is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.18,Ensure successful and unsuccessful attempts to use the usermod command are collected,"
The operating system must generate audit records for successful/unsuccessful uses of
the usermod command.
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor successful and unsuccessful attempts to use the
usermod command.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F path=/usr/sbin/usermod -F perm=x -F auid>=${UID_MIN} -F
auid!=unset -k usermod
"" >> /etc/audit/rules.d/50-usermod.rules || printf ""ERROR: Variable 'UID_MIN'
is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.19,Ensure kernel module loading unloading and modification is collected,"
Monitor the loading and unloading of kernel modules. All the loading / listing /
dependency checking of modules is done by kmod via symbolic links.
The following system calls control loading and unloading of modules:
• init_module - load a module
• finit_module - load a module (used when the overhead of using
cryptographically signed modules to determine the authenticity of a module can
be avoided)
• delete_module - delete a module
• create_module - create a loadable module entry
• query_module - query the kernel for various bits pertaining to modules
Any execution of the loading and unloading module programs and system calls will
trigger an audit record with an identifier of modules.
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor kernel module modification.
Example:
#!/usr/bin/env bash
{
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F arch=b64 -S
init_module,finit_module,delete_module,create_module,query_module -F
auid>=${UID_MIN} -F auid!=unset -k kernel_modules
-a always,exit -F path=/usr/bin/kmod -F perm=x -F auid>=${UID_MIN} -F
auid!=unset -k kernel_modules
"" >> /etc/audit/rules.d/50-kernel_modules.rules || printf ""ERROR: Variable
'UID_MIN' is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.20,Ensure the audit configuration is immutable,"
Set system audit so that audit rules cannot be modified with auditctl . Setting the flag
""-e 2"" forces audit to be put in immutable mode. Audit changes can only be made on
system reboot.
Note: This setting will require the system to be rebooted to update the active auditd
configuration settings.
","
Edit or create the file /etc/audit/rules.d/99-finalize.rules and add the line -e
2 at the end of the file:
Example:
# printf '\n%s\n' ""-e 2"" >> /etc/audit/rules.d/99-finalize.rules
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.4.1,Ensure the audit log file directory mode is configured,"
The audit log directory contains audit log files.
","
Run the following command to configure the audit log directory to have a mode of
""0750"" or less permissive:
# chmod g-w,o-rwx ""$(dirname ""$(awk -F= '/^\s*log_file\s*/{print $2}'
/etc/audit/auditd.conf | xargs)"")""
Default Value:
750
",,TRUE
6.3.4.2,Ensure audit log files mode is configured,"
Audit log files contain information about the system and system activity.
","
Run the following command to remove more permissive mode than 0640 from audit log
files:
# [ -f /etc/audit/auditd.conf ] && find ""$(dirname $(awk -F ""=""
'/^\s*log_file/ {print $2}' /etc/audit/auditd.conf | xargs))"" -type f -perm
/0137 -exec chmod u-x,g-wx,o-rwx {} +
",,TRUE
6.3.4.3,Ensure audit log files owner is configured,"
Audit log files contain information about the system and system activity.
","
Run the following command to configure the audit log files to be owned by the root
user:
# [ -f /etc/audit/auditd.conf ] && find ""$(dirname $(awk -F ""=""
'/^\s*log_file/ {print $2}' /etc/audit/auditd.conf | xargs))"" -type f ! -user
root -exec chown root {} +
",,TRUE
6.3.4.4,Ensure audit log files group owner is configured,"
Audit log files contain information about the system and system activity.
","
Note The following scripts will set the group to either audit or root based on the
existence of the group audit. If the group audit doesn't exist, or the log_group
parameter is already set to root, the appropriate group is determined to be the group
root
Run the following script to configure the audit log files to be owned by appropriate
group:
#!/usr/bin/env bash
{
l_group=""""; grep -Pq '^audit:' /etc/group && l_group=""audit""
[ -z ""$l_group"" ] || [ ""$(awk -F= '$1~/^\s*log_group\s*$/{print $2}'
/etc/audit/auditd.conf | xargs)"" = root ] && l_group=""root""
find $(dirname $(awk -F""="" '/^\s*log_file\s*=\s*/ {print $2}'
/etc/audit/auditd.conf | xargs)) -type f \( ! -group root -a ! -group audit
\) -exec chgrp ""$l_group"" {} +
}
Run the following script to configure the audit log files to be owned by the audit
appropriate group:
#!/usr/bin/env bash
{
l_group=""""; grep -Pq '^audit:' /etc/group && l_group=""audit""
[ -z ""$l_group"" ] || [ ""$(awk -F= '$1~/^\s*log_group\s*$/{print $2}'
/etc/audit/auditd.conf | xargs)"" = root ] && l_group=""root""
chgrp ""$l_group"" /var/log/audit/
}
Run the following script to set the log_group parameter in the audit configuration file to
log_group = <appropriate_group>:
#!/usr/bin/env bash
{
l_group=""""; grep -Pq '^audit:' /etc/group && l_group=""audit""
[ -z ""$l_group"" ] || [ ""$(awk -F= '$1~/^\s*log_group\s*$/{print $2}'
/etc/audit/auditd.conf | xargs)"" = root ] && l_group=""root""
sed -ri 's/^\s*#?\s*log_group\s*=\s*\S+(\s*#.*)?.*$/log_group =
'""$l_group""'\1/' /etc/audit/auditd.conf
}
Run the following command to restart the audit daemon to reload the configuration file:
# systemctl restart auditd
",,TRUE
6.3.4.5,Ensure audit configuration files mode is configured,"
Audit configuration files control auditd and what events are audited.
","
Run the following command to remove more permissive mode than 0640 from the audit
configuration files:
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) -exec
chmod u-x,g-wx,o-rwx {} +
",,TRUE
6.3.4.6,Ensure audit configuration files owner is configured,"
Audit configuration files control auditd and what events are audited.
","
Run the following command to change ownership to root user:
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -user
root -exec chown root {} +
",,TRUE
6.3.4.7,Ensure audit configuration files group owner is configured,"
Audit configuration files control auditd and what events are audited.
","
Run the following command to change group to root:
# find /etc/audit/ -type f \( -name '*.conf' -o -name '*.rules' \) ! -group
root -exec chgrp root {} +
",,TRUE
6.3.4.8,Ensure audit tools mode is configured,"
Audit tools include, but are not limited to, vendor-provided and open source audit tools
needed to successfully view and manipulate audit information system activity and
records. Audit tools include custom queries and report generators.
","
Run the following command to remove more permissive mode from the audit tools:
# chmod go-w /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace
/sbin/auditd /sbin/augenrules
",,TRUE
6.3.4.9,Ensure audit tools owner is configured,"
Audit tools include, but are not limited to, vendor-provided and open source audit tools
needed to successfully view and manipulate audit information system activity and
records. Audit tools include custom queries and report generators.
","
Run the following command to change the owner of the audit tools to the root user:
# chown root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace
/sbin/auditd /sbin/augenrulesRun the following command to change the owner of the audit tools to the root user:
# chown root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace
/sbin/auditd /sbin/augenrules
",,TRUE
6.3.4.10,Ensure audit tools group owner is configured,"
Audit tools include, but are not limited to, vendor-provided and open source audit tools
needed to successfully view and manipulate audit information system activity and
records. Audit tools include custom queries and report generators.
","
Run the following command to change group ownership to the group root:
# chgrp root /sbin/auditctl /sbin/aureport /sbin/ausearch /sbin/autrace
/sbin/auditd /sbin/augenrules
",,TRUE
7.1.1,Ensure access to /etc/passwd is configured,"
The /etc/passwd file contains user account information that is used by many system
utilities and therefore must be readable for these utilities to operate.
","
Run the following commands to remove excess permissions, set owner, and set group
on /etc/passwd:
# chmod u-x,go-wx /etc/passwd
# chown root:root /etc/passwd
Default Value:
Access: (0644/-rw-r--r--) Uid: ( 0/ root) Gid: ( 0/ root)
",,TRUE
7.1.2,Ensure access to /etc/passwd- is configured,"
The /etc/passwd- file contains backup user account information.
","
Run the following commands to remove excess permissions, set owner, and set group
on /etc/passwd-:
# chmod u-x,go-wx /etc/passwd-
# chown root:root /etc/passwd-
Default Value:
Access: (0644/-rw-r--r--) Uid: ( 0/ root) Gid: { 0/ root)
",,TRUE
7.1.3,Ensure access to /etc/group is configured,"
The /etc/group file contains a list of all the valid groups defined in the system. The
command below allows read/write access for root and read access for everyone else.
","
Run the following commands to remove excess permissions, set owner, and set group
on /etc/group:
# chmod u-x,go-wx /etc/group
# chown root:root /etc/group
Default Value:
Access: (0644/-rw-r--r--) Uid: ( 0/ root) Gid: ( 0/ root)
",,TRUE
7.1.4,Ensure access to /etc/group- is configured,"
The /etc/group- file contains a backup list of all the valid groups defined in the
system.
","
Run the following commands to remove excess permissions, set owner, and set group
on /etc/group-:
# chmod u-x,go-wx /etc/group-
# chown root:root /etc/group-
Default Value:
Access: (0644/-rw-r--r--) Uid: ( 0/ root) Gid: ( 0/ root)
",,TRUE
7.1.5,Ensure access to /etc/shadow is configured,"
The /etc/shadow file is used to store the information about user accounts that is critical
to the security of those accounts, such as the hashed password and other security
information.
","
Run one of the following commands to set ownership of /etc/shadow to root and
group to either root or shadow:
# chown root:shadow /etc/shadow
-OR-
# chown root:root /etc/shadow
Run the following command to remove excess permissions form /etc/shadow:
# chmod u-x,g-wx,o-rwx /etc/shadow
Default Value:
Access: (0640/-rw-r-----) Uid: ( 0/ root) Gid: ( 42/ shadow)
",,TRUE
7.1.6,Ensure access to /etc/shadow- is configured,"
The /etc/shadow- file is used to store backup information about user accounts that is
critical to the security of those accounts, such as the hashed password and other
security information.
","
Run one of the following commands to set ownership of /etc/shadow- to root and
group to either root or shadow:
# chown root:shadow /etc/shadow-
-OR-
# chown root:root /etc/shadow-
Run the following command to remove excess permissions form /etc/shadow-:
# chmod u-x,g-wx,o-rwx /etc/shadow-
Default Value:
Access: (0640/-rw-r-----) Uid: ( 0/ root) Gid: ( 42/ shadow)
",,TRUE
